Category,NaturalLanguageQuestion,CypherQuery,generated_question,ExpectedNodeLabels,ExpectedRelationshipTypes,ExpectedProperties,Hops,ExtractedPropertyValues
Graph Pattern Matching,"List 10 examples of [Group, TTP, Mitigation] triplets where the group uses the TTP and the mitigation defends against it.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME LIMIT 10","List 10 examples of [Group, Technique, Mitigation] where the group uses the technique and the mitigation stops it.","[""UcoexGROUPS"", ""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXMITIGATES""]","[""ucoexNAME""]",2,[]
Graph Pattern Matching,What tools are shared between two or more threat groups? Show the tool and the groups.,"MATCH (g1:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS) WHERE g1 <> g2 RETURN s.ucoexNAME, g1.ucoexNAME, g2.ucoexNAME",What software is used by at least two different groups? List the software and the groups.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",2,[]
Graph Pattern Matching,Which campaigns use TTPs linked to 'High' abstraction-level weaknesses (CWEs)?,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE {ucoabstraction: 'High'}) RETURN c.ucoexNAME,Which campaigns use techniques linked to 'High' abstraction weaknesses (CWEs)?,"[""UcoCWE"", ""UcoexCAMPAIGNS"", ""UcoexCAPEC"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING""]","[""ucoabstraction"", ""ucoexNAME""]",3,"[""High""]"
Graph Pattern Matching,Show me 10 examples of campaigns that share TTPs. List both campaigns and the shared TTP.,"MATCH (c1:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c2:UcoexCAMPAIGNS) WHERE id(c1) < id(c2) RETURN c1.ucoexNAME, t.ucoexNAME, c2.ucoexNAME LIMIT 10",Show me 10 examples of campaigns that share the same attack technique.,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",2,[]
Graph Pattern Matching,Which threat actors use TTPs that are linked (via CAPEC/CWE) to 'CRITICAL' severity CVEs?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME,Which groups use techniques that trace back to 'CRITICAL' severity CVEs?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",6,"[""CRITICAL""]"
Graph Pattern Matching,Show me CVEs that affect known products (have a CPE) AND are linked to a weakness (CWE) that has been seen in the wild.,"MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(:UcoexCPE), (cve)<-[:UCOHASCVE_ID]-(:UcoVulnerability)<-[:UCOHASVULNERABILITY]-(:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) RETURN DISTINCT cve.label",Find CVEs that are tied to a product (CPE) AND are linked to a weakness (CWE) with a known real-world example.,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCPE"", ""UcoexObservedExample""]","[""UCOEXHASCPE"", ""UCOHASCVE_ID"", ""UCOHASOBSERVEDEXAMPLE"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""label""]",5,[]
Graph Pattern Matching,"Show me 10 examples where a campaign and a software tool use the same TTP. List the campaign, TTP, and tool.","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE) RETURN c.ucoexNAME, t.ucoexNAME, s.ucoexNAME LIMIT 10","List 10 examples of a campaign, a technique, and a software, where both the campaign and software use that same technique.","[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexNAME""]",2,[]
Graph Pattern Matching,"List all [Actor, Tool] pairs, but exclude any entries where the tool is 'PowerShell'.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'PowerShell' RETURN g.ucoexNAME, s.ucoexNAME","List all [Group, Software] pairs, but exclude any where the software is 'PowerShell'.","[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""PowerShell""]"
Comparative and Ranking,Show me CVEs where the exploitability score is greater than the impact score.,"MATCH (c:UcoCVE) WHERE toInteger(c.ucoexploitabilityScore) > toInteger(c.ucoimpactScore) RETURN c.label, c.ucoexploitabilityScore, c.ucoimpactScore",Which CVEs are easier to exploit than their impact? (Exploitability > Impact),"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore"", ""ucoimpactScore""]",0,[]
Comparative and Ranking,What are the top 3 tools most frequently used in campaigns?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(c) AS campaignUsage ORDER BY campaignUsage DESC LIMIT 3",What are the top 3 software tools most used in attack campaigns?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Comparative and Ranking,Rank all threat actors by the size of their known toolkit (number of distinct tools).,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN g.ucoexNAME, count(DISTINCT s) AS softwareCount ORDER BY softwareCount DESC",Rank threat groups by how many distinct software tools they use.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Comparative and Ranking,What's the hardest-to-exploit CVE in the database (lowest exploitability score)?,MATCH (c:UcoCVE) RETURN c.label ORDER BY toInteger(c.ucoexploitabilityScore) ASC LIMIT 1,What is the CVE with the single lowest exploitability score?,"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore""]",0,[]
Comparative and Ranking,What are the top 10 weaknesses (CWEs) that have the most associated attack patterns (CAPEC)?,"MATCH (cwe:UcoCWE)<-[:UCOEXHASRELATEDWEAKNESS]-(capec:UcoexCAPEC) RETURN cwe.ucocweName, count(capec) AS capecCount ORDER BY capecCount DESC LIMIT 10",What are the top 10 weaknesses (CWEs) with the most related attack patterns (CAPEC)?,"[""UcoCWE"", ""UcoexCAPEC""]","[""UCOEXHASRELATEDWEAKNESS""]","[""ucocweName""]",1,[]
Comparative and Ranking,Show me all campaigns that use more than 3 distinct TTPs.,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH c, count(t) AS techCount WHERE techCount > 3 RETURN c.ucoexNAME, techCount",Which campaigns use more than 3 attack techniques?,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",1,"[""3""]"
Comparative and Ranking,"What's the single most effective mitigation (i.e., covers the most TTPs)?","MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK) RETURN m.ucoexNAME, count(t) AS techniqueCount ORDER BY techniqueCount DESC LIMIT 1",What is the best mitigation? (The one that covers the most techniques),"[""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXMITIGATES""]","[""ucoexNAME""]",1,[]
Comparative and Ranking,Rank all tools by their popularity among threat actors.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(g) AS groupUsage ORDER BY groupUsage DESC",Rank software tools by how many threat groups use them.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Comparative and Ranking,Which threat actor is linked to the highest number of 'CRITICAL' CVEs?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME, count(c) as criticalCVEs ORDER BY criticalCVEs DESC LIMIT 1",Which group is linked to the most 'CRITICAL' CVEs through their techniques?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",6,"[""CRITICAL""]"
Existence and Set Operations Queries,Show me all threat actors that have a description.,MATCH (g:UcoexGROUPS) WHERE g.ucoexDESCRIPTION IS NOT NULL RETURN g.ucoexNAME,Which threat groups have a description available?,"[""UcoexGROUPS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Existence and Set Operations Queries,List all CVEs that are tied to a specific product (have a CPE).,MATCH (c:UcoCVE) WHERE EXISTS((c)-[:UCOEXHASCPE]->()) RETURN c.label,List all CVEs that are linked to a specific product (CPE).,"[""UcoCVE""]","[""UCOEXHASCPE""]","[""label""]",1,[]
Existence and Set Operations Queries,Show me all tools in the database that are not currently associated with any campaign.,MATCH (s:UcoexSOFTWARE) WHERE NOT EXISTS(()-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s)) RETURN s.ucoexNAME,What software do we have listed that isn't part of any known campaign?,"[""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",1,[]
Existence and Set Operations Queries,"Pull the records for these TTPs: 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise'.","MATCH (t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['Phishing', 'Spearphishing Attachment', 'Drive-by Compromise'] RETURN t.ucoexNAME","Find all data for 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise' techniques.","[""UcoexMITREATTACK""]",[],"[""ucoexNAME""]",0,"[""Drive-by Compromise"", ""Phishing"", ""Spearphishing Attachment""]"
Existence and Set Operations Queries,Confirm if we are tracking 'APT28'.,OPTIONAL MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'}) RETURN g IS NOT NULL AS groupExists,Does the 'APT28' group exist in the database?,"[""UcoexGROUPS""]",[],"[""ucoexNAME""]",0,"[""APT28""]"
Existence and Set Operations Queries,List all threat groups that use tools *other than* 'Mimikatz'.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'Mimikatz' RETURN DISTINCT g.ucoexNAME,"Which groups use software, but specifically not 'Mimikatz'?","[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",1,"[""Mimikatz""]"
Existence and Set Operations Queries,Show me all TTPs that are missing a CAPEC mapping.,MATCH (t:UcoexMITREATTACK) WHERE NOT EXISTS((t)<-[:UCOEXHASTAXONOMYMAPPING]-()) RETURN t.ucoexNAME,Which attack techniques are not mapped to any CAPEC attack pattern?,"[""UcoexMITREATTACK""]","[""UCOEXHASTAXONOMYMAPPING""]","[""ucoexNAME""]",1,[]
Existence and Set Operations Queries,Which campaigns share TTPs with APT28?,MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH collect(t) as apt28Techniques MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t2) WHERE t2 in apt28Techniques RETURN DISTINCT c.ucoexNAME,Which campaigns use any of the same techniques as 'APT28'?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",2,"[""APT28""]"
Existence and Set Operations Queries,Are there any campaigns where both Cobalt Strike and Mimikatz were used?,MATCH (s1:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s2:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN CASE WHEN count(c) > 0 THEN true ELSE false END AS usesBoth,Is there any campaign that uses both 'Cobalt Strike' and 'Mimikatz'?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",2,"[""0"", ""Cobalt Strike"", ""Mimikatz"", ""false"", ""true""]"
Existence and Set Operations Queries,Show me all mitigations that have a description.,MATCH (m:UcoexMITIGATIONS) WHERE m.ucoexDESCRIPTION IS NOT NULL RETURN m.ucoexNAME,Which mitigations have a description?,"[""UcoexMITIGATIONS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Node Lookup Queries,Pull the record for CVE-2009-2228.,MATCH (c:UcoCVE {label: 'CVE-2009-2228'}) RETURN c,Find all data for 'CVE-2009-2228'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2009-2228""]"
Node Lookup Queries,Show me all CVEs with an impact score below 3.9.,MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) < 3.9 RETURN c,Which CVEs have an impact score below 3.9?,"[""UcoCVE""]",[],"[""ucoimpactScore""]",0,"[""3.9""]"
Node Lookup Queries,Show me all CVEs with an impact score above 6.4.,MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > 6.4 RETURN c,Which CVEs have an impact score above 6.4?,"[""UcoCVE""]",[],"[""ucoimpactScore""]",0,"[""6.4""]"
Node Lookup Queries,List 'Received' CVEs that *do* allow full privilege escalation.,"MATCH (c:UcoCVE {ucovulnStatus: 'Received', ucoobtainAllPrivilege: 'true'}) RETURN c",Which 'Received' CVEs allow an attacker to 'obtain all privilege'?,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Received"", ""true""]"
Node Lookup Queries,Find CVEs 'Undergoing Analysis' that do not grant full privileges.,"MATCH (c:UcoCVE {ucovulnStatus: 'Undergoing Analysis', ucoobtainAllPrivilege: 'false'}) RETURN c",Find CVEs 'Undergoing Analysis' that do not allow an attacker to 'obtain all privilege'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Undergoing Analysis"", ""false""]"
Node Lookup Queries,Show 'HIGH' severity CVEs that are remotely exploitable without user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH', ucouserInteractionRequired: 'false'}) RETURN c",Show me 'HIGH' severity CVEs that don't require user interaction.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""HIGH"", ""false""]"
Node Lookup Queries,"Pull all vulnerability records published on Jan 15, 2020.",MATCH (v:UcoVulnerability) WHERE v.ucopublishedDateTime STARTS WITH '2020-01-15' RETURN v,Find all vulnerabilities published on '2020-01-15'.,"[""UcoVulnerability""]",[],"[""ucopublishedDateTime""]",0,"[""2020-01-15""]"
Node Lookup Queries,"What vulnerabilities have been modified since June 1, 2021?",MATCH (v:UcoVulnerability) WHERE v.ucolastModifiedDateTime > '2021-06-01T00:00:00' RETURN v,"Which vulnerabilities have been modified since June 1, 2021?","[""UcoVulnerability""]",[],"[""ucolastModifiedDateTime""]",0,"[""2021-06-01T00:00:00""]"
Node Lookup Queries,Search vulnerability summaries for 'remote code execution'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'remote code execution' RETURN v,Find all vulnerabilities that mention 'remote code execution' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""remote code execution""]"
Node Lookup Queries,List all 'CRITICAL' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'CRITICAL'}) RETURN v,List all 'CRITICAL' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""CRITICAL""]"
Node Lookup Queries,List all 'HIGH' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'HIGH'}) RETURN v,List all 'HIGH' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""HIGH""]"
Node Lookup Queries,Show all vulnerabilities with a status of 'Analyzed'.,MATCH (v:UcoVulnerability {ucovulnStatus: 'Analyzed'}) RETURN v,Which vulnerabilities have a status of 'Analyzed'?,"[""UcoVulnerability""]",[],"[""ucovulnStatus""]",0,"[""Analyzed""]"
Node Lookup Queries,Show vulnerabilities that *don't* grant full privileges.,MATCH (v:UcoVulnerability {ucoobtainAllPrivilege: 'false'}) RETURN v,Show me vulnerabilities that do not allow an attacker to 'obtain all privilege'.,"[""UcoVulnerability""]",[],"[""ucoobtainAllPrivilege""]",0,"[""false""]"
Node Lookup Queries,Search vulnerability summaries for 'IoT device'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'IoT device' RETURN v,Find all vulnerabilities that mention 'IoT device' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""IoT device""]"
Node Lookup Queries,"List 'Base' level, 'Composite' structure CWEs with a 'Stable' status.","MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostructure: 'Composite', ucostatus: 'Stable'}) RETURN c",List 'Base' level weaknesses with 'Composite' structure that are 'Stable'.,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Base"", ""Composite"", ""Stable""]"
Node Lookup Queries,Find weakness types (CWEs) related to 'denial of service'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'denial of service' RETURN c,Find all weaknesses (CWEs) that mention 'denial of service' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""denial of service""]"
Node Lookup Queries,"Show 'LOW' severity, 'Modified' CVEs that don't need user interaction.","MATCH (c:UcoCVE {ucobaseSeverity: 'LOW', ucovulnStatus: 'Modified', ucouserInteractionRequired: 'false'}) RETURN c","Show 'LOW' severity, 'Modified' CVEs that don't require user interaction.","[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""LOW"", ""Modified"", ""false""]"
Node Lookup Queries,List all 'Pillar' level CWEs.,MATCH (c:UcoCWE {ucoabstraction: 'Pillar'}) RETURN c,List all 'Pillar' level weaknesses.,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Pillar""]"
Node Lookup Queries,Find all CWEs marked as 'Incomplete'.,MATCH (c:UcoCWE {ucostatus: 'Incomplete'}) RETURN c,Find all weaknesses marked as 'Incomplete'.,"[""UcoCWE""]",[],"[""ucostatus""]",0,"[""Incomplete""]"
Node Lookup Queries,Find the weakness 'Reliance on Untrusted Inputs in a Security Decision'.,MATCH (c:UcoCWE {ucocweName: 'Reliance on Untrusted Inputs in a Security Decision'}) RETURN c,Show me all data for 'Reliance on Untrusted Inputs in a Security Decision'.,"[""UcoCWE""]",[],"[""ucocweName""]",0,"[""Reliance on Untrusted Inputs in a Security Decision""]"
Node Lookup Queries,Pull the record for 'Insecure Default Initialization of Resource'.,MATCH (c:UcoCWE {ucocweName: 'Insecure Default Initialization of Resource'}) RETURN c,Show me all data for 'Insecure Default Initialization of Resource'.,"[""UcoCWE""]",[],"[""ucocweName""]",0,"[""Insecure Default Initialization of Resource""]"
Node Lookup Queries,Find information on 'Missing Encryption of Sensitive Data'.,MATCH (c:UcoCWE {ucocweName: 'Missing Encryption of Sensitive Data'}) RETURN c,Show me all data for 'Missing Encryption of Sensitive Data'.,"[""UcoCWE""]",[],"[""ucocweName""]",0,"[""Missing Encryption of Sensitive Data""]"
Node Lookup Queries,Find any CWE summaries that mention 'authentication'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'authentication' RETURN c,Find all weaknesses that mention 'authentication' in their summary.,"[""UcoCWE""]",[],"[""ucocweSummary""]",0,"[""authentication""]"
Node Lookup Queries,Search CWE descriptions for 'buffer' related weaknesses.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'buffer' RETURN c,Find all weaknesses that mention 'buffer' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""buffer""]"
Node Lookup Queries,List all CWEs with 'injection' in their description.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'injection' RETURN c,Find all weaknesses that mention 'injection' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""injection""]"
Node Lookup Queries,Show weaknesses involving 'credentials' in their description.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'credentials' RETURN c,Show weaknesses that mention 'credentials' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""credentials""]"
Node Lookup Queries,Find all 'Base' abstraction CWEs that are 'Stable'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Stable'}) RETURN c",Which 'Base' level weaknesses are 'Stable'?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Base"", ""Stable""]"
Node Lookup Queries,List all 'Base' weaknesses that are in 'Draft' status.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Draft'}) RETURN c",Which 'Base' weaknesses are in 'Draft' status?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Base"", ""Draft""]"
Node Lookup Queries,Search CWE descriptions for 'SQL' related weaknesses.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'SQL' RETURN c,Find all weaknesses that mention 'SQL' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""SQL""]"
Node Lookup Queries,Are there any weaknesses related to 'cross-site scripting' in the descriptions?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'cross-site scripting' RETURN c,Find all weaknesses that mention 'cross-site scripting' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""cross-site scripting""]"
Node Lookup Queries,List all CWEs that talk about 'memory leak'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'memory leak' RETURN c,Find all weaknesses that mention 'memory leak' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""memory leak""]"
Node Lookup Queries,Show weaknesses involving 'deserialization'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'deserialization' RETURN c,Show weaknesses that mention 'deserialization' in their description.,"[""UcoCWE""]",[],"[""ucodescription""]",0,"[""deserialization""]"
Node Lookup Queries,Show all 'Standard' abstraction CAPEC patterns.,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Standard'}) RETURN c,Show all 'Standard' level attack patterns (CAPEC).,"[""UcoexCAPEC""]",[],"[""ucoexAbstraction""]",0,"[""Standard""]"
Node Lookup Queries,Pull the record for CAPEC-519.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '519'}) RETURN c,Show me all data for 'CAPEC-519'.,"[""UcoexCAPEC""]",[],"[""ucoexCAPEC_id""]",0,"[""519""]"
Node Lookup Queries,Find CAPEC patterns whose description mentions 'credentials'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'credentials' RETURN c,Find all attack patterns (CAPEC) that mention 'credentials' in their description.,"[""UcoexCAPEC""]",[],"[""ucoexDescription""]",0,"[""credentials""]"
Node Lookup Queries,List CAPEC patterns requiring 'Low' attacker skill.,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Low') RETURN c,Which attack patterns (CAPEC) require a 'Low' skill level?,"[""UcoexCAPEC""]",[],"[""ucoexSkills_Required""]",0,"[""Level:Low""]"
Node Lookup Queries,Get the name and description for CWE-125.,"MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) RETURN c.ucocweName, c.ucodescription",What is the name and description for weakness 'CWE-125'?,"[""UcoCWE""]",[],"[""ucocweID"", ""ucocweName"", ""ucodescription""]",0,"[""CWE-125""]"
Node Lookup Queries,Find 'Base' level CWEs that are 'Deprecated'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Deprecated'}) RETURN c",Which 'Base' level weaknesses are 'Deprecated'?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Base"", ""Deprecated""]"
Node Lookup Queries,Find 'Class' level CWEs that are 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Incomplete'}) RETURN c",Which 'Class' level weaknesses are 'Incomplete'?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Class"", ""Incomplete""]"
Node Lookup Queries,Find 'Variant' level CWEs that are 'Deprecated'.,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Deprecated'}) RETURN c",Which 'Variant' level weaknesses are 'Deprecated'?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Deprecated"", ""Variant""]"
Node Lookup Queries,Find 'Compound' level CWEs that are 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Incomplete'}) RETURN c",Which 'Compound' level weaknesses are 'Incomplete'?,"[""UcoCWE""]",[],"[""ucoabstraction""]",0,"[""Compound"", ""Incomplete""]"
Node Lookup Queries,Find CWE summaries that mention 'overflow'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'overflow' RETURN c,Find all weaknesses that mention 'overflow' in their summary.,"[""UcoCWE""]",[],"[""ucocweSummary""]",0,"[""overflow""]"
