"Category","NaturalLanguageQuestion","CypherQuery","generated_question"
"Existence and Set Operations Queries","Find all details for a specific list of CVEs: 'CVE-2023-0001', 'CVE-2023-0002'.","MATCH (c:UcoCVE) WHERE c.label IN ['CVE-2023-0001', 'CVE-2023-0002'] RETURN c"
"Existence and Set Operations Queries","Find all groups that use any of the following techniques: 'Phishing', 'Data Encrypted for Impact'.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['Phishing', 'Data Encrypted for Impact'] RETURN DISTINCT g.ucoexNAME"
"Existence and Set Operations Queries","Which CVEs are not associated with any CPE (product)?","MATCH (c:UcoCVE) WHERE NOT (c)-[:UCOEXHASCPE]->(:UcoexCPE) RETURN c.label"
"Existence and Set Operations Queries","List all campaigns that have a known attribution group.","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(:UcoexGROUPS) RETURN DISTINCT c.ucoexNAME"
"Existence and Set Operations Queries","Find all CWEs where the 'likelihoodOfExploit' property is not null.","MATCH (w:UcoCWE) WHERE w.ucolikelihoodOfExploit IS NOT NULL RETURN w.ucocweID, w.ucolikelihoodOfExploit"
"Existence and Set Operations Queries","Find all CVEs with a status of 'Analyzed' or 'Awaiting Analysis'.","MATCH (c:UcoCVE) WHERE c.ucovulnStatus IN ['Analyzed', 'Awaiting Analysis'] RETURN c.label, c.ucovulnStatus"
"Existence and Set Operations Queries","Which exploit targets have no associated vulnerabilities or weaknesses?","MATCH (et:UcoExploitTarget) WHERE NOT (et)-[:UCOHASVULNERABILITY]->(:UcoVulnerability) AND NOT (et)-[:UCOHASWEAKNESS]->(:UcoCWE) RETURN et.uri"
"Existence and Set Operations Queries","Find techniques used by both 'APT28' AND 'Lazarus Group' (Intersection).","MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN t.ucoexNAME"
"Existence and Set Operations Queries","List all techniques used by 'APT28' OR 'Lazarus Group' (Union).","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE g.ucoexNAME IN ['APT28', 'Lazarus Group'] RETURN DISTINCT t.ucoexNAME"
"Existence and Set Operations Queries","What software does 'Sandworm Team' use that 'APT29' does not (Difference)?","MATCH (g1:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE NOT EXISTS { (g2:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESSOFTWARE]->(s) } RETURN s.ucoexNAME"
"Existence and Set Operations Queries","Find all 'Enterprise' ATT&CK techniques that are not used by any known group.","MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'Enterprise'}) WHERE NOT (t)<-[:UCOEXGROUPUSESTECHNIQUE]-(:UcoexGROUPS) RETURN t.ucoexNAME"
"Existence and Set Operations Queries","List all CAPEC patterns that have at least one prerequisite listed.","MATCH (ca:UcoexCAPEC) WHERE ca.ucoexPrerequisites IS NOT NULL AND size(ca.ucoexPrerequisites) > 0 RETURN ca.ucoexCAPEC_name"
