Category,NaturalLanguageQuestion,CypherQuery,generated_question,ExpectedNodeLabels,ExpectedRelationshipTypes,ExpectedProperties,Hops,ExtractedPropertyValues
Graph Pattern Matching,Which threat actors are known to use both PowerShell and Phishing TTPs?,MATCH (t1:UcoexMITREATTACK {ucoexNAME: 'PowerShell'})<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t2:UcoexMITREATTACK {ucoexNAME: 'Phishing'}) RETURN g.ucoexNAME,Which groups use both 'PowerShell' and 'Phishing' techniques?,"[""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",0,"[""Phishing"", ""PowerShell""]"
Graph Pattern Matching,Show me campaigns that share tooling with APT28. List the campaign and the shared tool.,"MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN c.ucoexNAME, s.ucoexNAME",Which campaigns use the same software as 'APT28'?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE"", ""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""APT28""]"
Graph Pattern Matching,"List 10 examples of [Actor, TTP, Mitigation] triplets where the actor uses the TTP and the mitigation defends against it.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME LIMIT 10","List 10 examples of [Group, Technique, Mitigation] where the group uses the technique and the mitigation stops it.","[""UcoexGROUPS"", ""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXMITIGATES""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,What tools are shared between two or more threat actors? Show the tool and the actors.,"MATCH (g1:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS) WHERE g1 <> g2 RETURN s.ucoexNAME, g1.ucoexNAME, g2.ucoexNAME",What software is used by at least two different groups? List the software and the groups.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,Which campaigns use TTPs linked to 'High' abstraction-level weaknesses (CWEs)?,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE {ucoabstraction: 'High'}) RETURN c.ucoexNAME,Which campaigns use techniques linked to 'High' abstraction weaknesses (CWEs)?,"[""UcoCWE"", ""UcoexCAMPAIGNS"", ""UcoexCAPEC"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING""]","[""ucoabstraction"", ""ucoexNAME""]",0,"[""High""]"
Graph Pattern Matching,Show me 10 examples of campaigns that share TTPs. List both campaigns and the shared TTP.,"MATCH (c1:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c2:UcoexCAMPAIGNS) WHERE id(c1) < id(c2) RETURN c1.ucoexNAME, t.ucoexNAME, c2.ucoexNAME LIMIT 10",Show me 10 examples of two campaigns that share the same attack technique.,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,Which threat actors use TTPs that are linked (via CAPEC/CWE) to 'CRITICAL' severity CVEs?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME,Which groups use techniques that trace back to 'CRITICAL' severity CVEs?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",0,"[""CRITICAL""]"
Graph Pattern Matching,Show me CVEs that affect known products (have a CPE) AND are linked to a weakness (CWE) that has been seen in the wild.,"MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(:UcoexCPE), (cve)<-[:UCOHASCVE_ID]-(:UcoVulnerability)<-[:UCOHASVULNERABILITY]-(:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) RETURN DISTINCT cve.label",Find CVEs that are tied to a product (CPE) AND are linked to a weakness (CWE) with a known real-world example.,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCPE"", ""UcoexObservedExample""]","[""UCOEXHASCPE"", ""UCOHASCVE_ID"", ""UCOHASOBSERVEDEXAMPLE"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""label""]",0,[]
Graph Pattern Matching,"Show me 10 examples where a campaign and a software tool use the same TTP. List the campaign, TTP, and tool.","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE) RETURN c.ucoexNAME, t.ucoexNAME, s.ucoexNAME LIMIT 10","List 10 examples of a campaign, a technique, and a software, where both the campaign and software use that same technique.","[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,"List all [Actor, Tool] pairs, but exclude any entries where the tool is 'PowerShell'.","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'PowerShell' RETURN g.ucoexNAME, s.ucoexNAME","List all [Group, Software] pairs, but exclude any where the software is 'PowerShell'.","[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""PowerShell""]"
Comparative and Ranking,Show me CVEs where the exploitability score is greater than the impact score.,"MATCH (c:UcoCVE) WHERE toInteger(c.ucoexploitabilityScore) > toInteger(c.ucoimpactScore) RETURN c.label, c.ucoexploitabilityScore, c.ucoimpactScore",Which CVEs are easier to exploit than their impact? (Exploitability > Impact),"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore"", ""ucoimpactScore""]",0,[]
Comparative and Ranking,What are the top 5 most common TTPs used by threat actors?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN t.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC LIMIT 5",What are the top 5 techniques most used by threat groups?,"[""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,What are the top 3 tools most frequently used in campaigns?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(c) AS campaignUsage ORDER BY campaignUsage DESC LIMIT 3",What are the top 3 software tools most used in attack campaigns?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Rank all threat actors by the size of their known toolkit (number of distinct tools).,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN g.ucoexNAME, count(DISTINCT s) AS softwareCount ORDER BY softwareCount DESC",Rank threat groups by how many distinct software tools they use.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,What's the hardest-to-exploit CVE in the database (lowest exploitability score)?,MATCH (c:UcoCVE) RETURN c.label ORDER BY toInteger(c.ucoexploitabilityScore) ASC LIMIT 1,What is the CVE with the single lowest exploitability score?,"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore""]",0,[]
Comparative and Ranking,What are the top 10 weaknesses (CWEs) that have the most associated attack patterns (CAPEC)?,"MATCH (cwe:UcoCWE)<-[:UCOEXHASRELATEDWEAKNESS]-(capec:UcoexCAPEC) RETURN cwe.ucocweName, count(capec) AS capecCount ORDER BY capecCount DESC LIMIT 10",What are the top 10 weaknesses (CWEs) with the most related attack patterns (CAPEC)?,"[""UcoCWE"", ""UcoexCAPEC""]","[""UCOEXHASRELATEDWEAKNESS""]","[""ucocweName""]",0,[]
Comparative and Ranking,Show me all campaigns that use more than 3 distinct TTPs.,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH c, count(t) AS techCount WHERE techCount > 3 RETURN c.ucoexNAME, techCount",Which campaigns use more than 3 attack techniques?,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",0,"[""3""]"
Comparative and Ranking,"What's the single most effective mitigation (i.e., covers the most TTPs)?","MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK) RETURN m.ucoexNAME, count(t) AS techniqueCount ORDER BY techniqueCount DESC LIMIT 1",What is the best mitigation? (The one that covers the most techniques),"[""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXMITIGATES""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Rank all tools by their popularity among threat actors.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(g) AS groupUsage ORDER BY groupUsage DESC",Rank software tools by how many threat groups use them.,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Which threat actor is linked to the highest number of 'CRITICAL' CVEs?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME, count(c) as criticalCVEs ORDER BY criticalCVEs DESC LIMIT 1",Which group is linked to the most 'CRITICAL' CVEs through their techniques?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",0,"[""CRITICAL""]"
Existence and Set Operations Queries,Show me all threat actors that have a description.,MATCH (g:UcoexGROUPS) WHERE g.ucoexDESCRIPTION IS NOT NULL RETURN g.ucoexNAME,Which threat groups have a description available?,"[""UcoexGROUPS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Existence and Set Operations Queries,List all CVEs that are tied to a specific product (have a CPE).,MATCH (c:UcoCVE) WHERE EXISTS((c)-[:UCOEXHASCPE]->()) RETURN c.label,List all CVEs that are linked to a specific product (CPE).,"[""UcoCVE""]","[""UCOEXHASCPE""]","[""label""]",0,[]
Existence and Set Operations Queries,Show me all tools in the database that are not currently associated with any campaign.,MATCH (s:UcoexSOFTWARE) WHERE NOT EXISTS(()-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s)) RETURN s.ucoexNAME,What software do we have listed that isn't part of any known campaign?,"[""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Existence and Set Operations Queries,"Pull the records for these TTPs: 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise'.","MATCH (t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['Phishing', 'Spearphishing Attachment', 'Drive-by Compromise'] RETURN t.ucoexNAME","Find all data for 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise' techniques.","[""UcoexMITREATTACK""]",[],"[""ucoexNAME""]",0,"[""Drive-by Compromise"", ""Phishing"", ""Spearphishing Attachment""]"
Existence and Set Operations Queries,Confirm if we are tracking 'APT28'.,OPTIONAL MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'}) RETURN g IS NOT NULL AS groupExists,Does the 'APT28' group exist in the database?,"[""UcoexGROUPS""]",[],"[""ucoexNAME""]",0,"[""APT28""]"
Existence and Set Operations Queries,List all threat actors that use at least one tool *other than* 'Mimikatz'.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'Mimikatz' RETURN DISTINCT g.ucoexNAME,"Which groups use software, but specifically not 'Mimikatz'?","[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""Mimikatz""]"
Existence and Set Operations Queries,Show me all TTPs that are missing a CAPEC mapping.,MATCH (t:UcoexMITREATTACK) WHERE NOT EXISTS((t)<-[:UCOEXHASTAXONOMYMAPPING]-()) RETURN t.ucoexNAME,Which attack techniques are not mapped to any CAPEC attack pattern?,"[""UcoexMITREATTACK""]","[""UCOEXHASTAXONOMYMAPPING""]","[""ucoexNAME""]",0,[]
Existence and Set Operations Queries,Which campaigns share TTPs with APT28?,MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH collect(t) as apt28Techniques MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t2) WHERE t2 in apt28Techniques RETURN DISTINCT c.ucoexNAME,Which campaigns use any of the same techniques as 'APT28'?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",0,"[""APT28""]"
Existence and Set Operations Queries,Are there any campaigns where both Cobalt Strike and Mimikatz were used?,MATCH (s1:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s2:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN CASE WHEN count(c) > 0 THEN true ELSE false END AS usesBoth,Is there any campaign that uses both 'Cobalt Strike' and 'Mimikatz'?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""0"", ""Cobalt Strike"", ""Mimikatz"", ""false"", ""true""]"
Existence and Set Operations Queries,Show me all mitigations that have a description.,MATCH (m:UcoexMITIGATIONS) WHERE m.ucoexDESCRIPTION IS NOT NULL RETURN m.ucoexNAME,Which mitigations have a description?,"[""UcoexMITIGATIONS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Node Lookup Queries,Pull the record for CVE-2009-2228.,MATCH (c:UcoCVE {label: 'CVE-2009-2228'}) RETURN c,Find all data for 'CVE-2009-2228'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2009-2228""]"
Node Lookup Queries,Pull the record for CVE-2000-5395.,MATCH (c:UcoCVE {label: 'CVE-2000-5395'}) RETURN c,Find all data for 'CVE-2000-5395'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2000-5395""]"
Node Lookup Queries,Show me all 'MEDIUM' severity CVEs.,MATCH (c:UcoCVE {ucobaseSeverity: 'MEDIUM'}) RETURN c,Show me all 'MEDIUM' severity CVEs.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""MEDIUM""]"
Node Lookup Queries,Show me all 'LOW' severity CVEs.,MATCH (c:UcoCVE {ucobaseSeverity: 'LOW'}) RETURN c,Show me all 'LOW' severity CVEs.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""LOW""]"
Node Lookup Queries,Get all CVEs currently marked as 'Deferred'.,MATCH (c:UcoCVE {ucovulnStatus: 'Deferred'}) RETURN c,Which CVEs have a 'Deferred' status?,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Deferred""]"
Node Lookup Queries,Get all CVEs with a status of 'Analyzed'.,MATCH (c:UcoCVE {ucovulnStatus: 'Analyzed'}) RETURN c,Which CVEs have an 'Analyzed' status?,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Analyzed""]"
Node Lookup Queries,Get all CVEs with a status of 'Modified'.,MATCH (c:UcoCVE {ucovulnStatus: 'Modified'}) RETURN c,Which CVEs have a 'Modified' status?,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Modified""]"
Node Lookup Queries,Show me all CVEs with an impact score below 3.9.,MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) < 3.9 RETURN c,Which CVEs have an impact score below 3.9?,"[""UcoCVE""]",[],"[""9"", ""ucoimpactScore""]",0,"[""3.9""]"
Node Lookup Queries,Show me all CVEs with an impact score above 6.4.,MATCH (c:UcoCVE) WHERE toFloat(c.ucoimpactScore) > 6.4 RETURN c,Which CVEs have an impact score above 6.4?,"[""UcoCVE""]",[],"[""4"", ""ucoimpactScore""]",0,"[""6.4""]"
Node Lookup Queries,Get all 'LOW' severity CVEs that require user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'LOW', ucouserInteractionRequired: 'true'}) RETURN c",Show me 'LOW' severity CVEs that require user interaction.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""LOW"", ""true""]"
Node Lookup Queries,Find all 'Analyzed' CVEs that allow for full privilege escalation.,"MATCH (c:UcoCVE {ucovulnStatus: 'Analyzed', ucoobtainAllPrivilege: 'true'}) RETURN c",Show me all 'Analyzed' CVEs that allow an attacker to 'obtain all privilege'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Analyzed"", ""true""]"
Node Lookup Queries,Show me 'HIGH' severity CVEs that require user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH', ucouserInteractionRequired: 'true'}) RETURN c",Which 'HIGH' severity CVEs require user interaction?,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""HIGH"", ""true""]"
Node Lookup Queries,Pull all CVEs 'Awaiting Analysis' that don't allow full priv esc.,"MATCH (c:UcoCVE {ucovulnStatus: 'Awaiting Analysis', ucoobtainAllPrivilege: 'false'}) RETURN c",List CVEs 'Awaiting Analysis' that do not allow an attacker to 'obtain all privilege'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Awaiting Analysis"", ""false""]"
Node Lookup Queries,List 'Received' CVEs that *do* allow full privilege escalation.,"MATCH (c:UcoCVE {ucovulnStatus: 'Received', ucoobtainAllPrivilege: 'true'}) RETURN c",Which 'Received' CVEs allow an attacker to 'obtain all privilege'?,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Received"", ""true""]"
Node Lookup Queries,Find CVEs 'Undergoing Analysis' that do not grant full privileges.,"MATCH (c:UcoCVE {ucovulnStatus: 'Undergoing Analysis', ucoobtainAllPrivilege: 'false'}) RETURN c",Find CVEs 'Undergoing Analysis' that do not allow an attacker to 'obtain all privilege'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Undergoing Analysis"", ""false""]"
Node Lookup Queries,Show 'HIGH' severity CVEs that are remotely exploitable without user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH', ucouserInteractionRequired: 'false'}) RETURN c",Show me 'HIGH' severity CVEs that don't require user interaction.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""HIGH"", ""false""]"
Node Lookup Queries,Find 'HIGH' severity CVEs 'Awaiting Analysis' that don't need user interaction.,"MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH', ucovulnStatus: 'Awaiting Analysis', ucouserInteractionRequired: 'false'}) RETURN c",Find 'HIGH' severity CVEs 'Awaiting Analysis' that don't require user interaction.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""Awaiting Analysis"", ""HIGH"", ""false""]"
Node Lookup Queries,"Show 'MEDIUM' severity, 'Modified' CVEs that require user interaction.","MATCH (c:UcoCVE {ucobaseSeverity: 'MEDIUM', ucovulnStatus: 'Modified', ucouserInteractionRequired: 'true'}) RETURN c","Show me 'MEDIUM' severity, 'Modified' CVEs that do require user interaction.","[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""MEDIUM"", ""Modified"", ""true""]"
Node Lookup Queries,"Pull all vulnerability records published on Jan 15, 2020.",MATCH (v:UcoVulnerability) WHERE v.ucopublishedDateTime STARTS WITH '2020-01-15' RETURN v,Find all vulnerabilities published on '2020-01-15'.,"[""UcoVulnerability""]",[],"[""ucopublishedDateTime""]",0,"[""2020-01-15""]"
Node Lookup Queries,"What vulnerabilities have been modified since June 1, 2021?",MATCH (v:UcoVulnerability) WHERE v.ucolastModifiedDateTime > '2021-06-01T00:00:00' RETURN v,"Which vulnerabilities have been modified since June 1, 2021?","[""UcoVulnerability""]",[],"[""ucolastModifiedDateTime""]",0,"[""2021-06-01T00:00:00""]"
Node Lookup Queries,Search vulnerability summaries for 'remote code execution'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'remote code execution' RETURN v,Find all vulnerabilities that mention 'remote code execution' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""remote code execution""]"
Node Lookup Queries,List all 'CRITICAL' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'CRITICAL'}) RETURN v,List all 'CRITICAL' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""CRITICAL""]"
Node Lookup Queries,List all 'HIGH' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'HIGH'}) RETURN v,List all 'HIGH' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""HIGH""]"
Node Lookup Queries,List all 'MEDIUM' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'MEDIUM'}) RETURN v,List all 'MEDIUM' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""MEDIUM""]"
Node Lookup Queries,List all 'LOW' severity vulnerability records.,MATCH (v:UcoVulnerability {ucobaseSeverity: 'LOW'}) RETURN v,List all 'LOW' severity vulnerabilities.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""LOW""]"
Node Lookup Queries,Show all vulnerabilities with a status of 'Analyzed'.,MATCH (v:UcoVulnerability {ucovulnStatus: 'Analyzed'}) RETURN v,Which vulnerabilities have a status of 'Analyzed'?,"[""UcoVulnerability""]",[],"[""ucovulnStatus""]",0,"[""Analyzed""]"
Node Lookup Queries,Find critical vulnerabilities that still need user interaction.,"MATCH (v:UcoVulnerability {ucobaseSeverity: 'CRITICAL', ucouserInteractionRequired: 'true'}) RETURN v",Find 'CRITICAL' vulnerabilities that still require user interaction.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""CRITICAL"", ""true""]"
Node Lookup Queries,Find all 'Pending' vulnerabilities.,MATCH (v:UcoVulnerability {ucovulnStatus: 'Pending'}) RETURN v,Which vulnerabilities have a 'Pending' status?,"[""UcoVulnerability""]",[],"[""ucovulnStatus""]",0,"[""Pending""]"
Node Lookup Queries,Show vulnerabilities that *don't* grant full privileges.,MATCH (v:UcoVulnerability {ucoobtainAllPrivilege: 'false'}) RETURN v,Show me vulnerabilities that do not allow an attacker to 'obtain all privilege'.,"[""UcoVulnerability""]",[],"[""ucoobtainAllPrivilege""]",0,"[""false""]"
Node Lookup Queries,Find vulnerabilities with an impact score of exactly 5.0.,MATCH (v:UcoVulnerability) WHERE toFloat(v.ucoimpactScore) = 5.0 RETURN v,Find vulnerabilities with an impact score of exactly 5.0.,"[""UcoVulnerability""]",[],"[""0"", ""ucoimpactScore""]",0,"[""5.0""]"
Node Lookup Queries,Show 'HIGH' severity vulnerabilities that don't require user interaction.,"MATCH (v:UcoVulnerability {ucobaseSeverity: 'HIGH', ucouserInteractionRequired: 'false'}) RETURN v",Show 'HIGH' severity vulnerabilities that don't require user interaction.,"[""UcoVulnerability""]",[],"[""ucobaseSeverity""]",0,"[""HIGH"", ""false""]"
Node Lookup Queries,Search vulnerability summaries for 'IoT device'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'IoT device' RETURN v,Find all vulnerabilities that mention 'IoT device' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""IoT device""]"
Node Lookup Queries,Search vulnerability summaries for 'blind SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'blind SQL injection' RETURN v,Find all vulnerabilities that mention 'blind SQL injection' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""blind SQL injection""]"
Node Lookup Queries,Search vulnerability summaries for 'time-based SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'time-based SQL injection' RETURN v,Find all vulnerabilities that mention 'time-based SQL injection' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""time-based SQL injection""]"
Node Lookup Queries,Search vulnerability summaries for 'error-based SQL injection'.,MATCH (v:UcoVulnerability) WHERE v.ucosummary CONTAINS 'error-based SQL injection' RETURN v,Find all vulnerabilities that mention 'error-based SQL injection' in their summary.,"[""UcoVulnerability""]",[],"[""ucosummary""]",0,"[""error-based SQL injection""]"
