sample_id,question,hop_count,question_type,first_node,first_found,second_node,second_found,third_node,third_found,coverage_count,total_gold_nodes,recall,precision,f1,hit_at_1,hit_at_3,reciprocal_rank,key_entities_count,num_sources,nodes_found,gold_nodes
95,Why do keychain-stealing tools leverage launch agent modific...,1,"<s,p,o>",http://example.com/ucoex#S0276,Yes,http://example.com/ucoex#T1543.001,Yes,,No,2,2,1.0000,0.0392,0.0755,1,1,1.0000,51,3,http://example.com/ucoex#S0276; http://example.com/ucoex#T1543.001,http://example.com/ucoex#S0276; http://example.com/ucoex#T1543.001
96,How does Orangeworm use web protocols to avoid detection?,1,"<s,*,o>",http://example.com/ucoex#G0071,Yes,http://example.com/ucoex#T1071.001,Yes,,No,2,2,1.0000,0.0556,0.1053,1,1,1.0000,36,3,http://example.com/ucoex#G0071; http://example.com/ucoex#T1071.001,http://example.com/ucoex#G0071; http://example.com/ucoex#T1071.001
97,Which communication technique does Orangeworm employ for com...,1,"<s,p,*>",http://example.com/ucoex#G0071,Yes,,No,,No,1,1,1.0000,0.0244,0.0476,1,1,1.0000,41,3,http://example.com/ucoex#G0071,http://example.com/ucoex#G0071
98,Why do healthcare-targeting threat groups leverage web proto...,1,"<s,p,o>",http://example.com/ucoex#G0071,No,http://example.com/ucoex#T1071.001,No,,No,0,2,0.0000,0.0000,0.0000,0,0,0.0000,40,3,,http://example.com/ucoex#G0071; http://example.com/ucoex#T1071.001
99,How does KV Botnet Activity use non-application protocols fo...,1,"<s,*,o>",http://example.com/ucoex#C0035,Yes,http://example.com/ucoex#T1095,Yes,,No,2,2,1.0000,0.0488,0.0930,1,1,1.0000,41,3,http://example.com/ucoex#C0035; http://example.com/ucoex#T1095,http://example.com/ucoex#C0035; http://example.com/ucoex#T1095
100,Which communication technique does KV Botnet employ for infr...,1,"<s,p,*>",http://example.com/ucoex#C0035,Yes,,No,,No,1,1,1.0000,0.0213,0.0417,1,1,1.0000,47,3,http://example.com/ucoex#C0035,http://example.com/ucoex#C0035
101,Why do critical infrastructure botnets leverage less-monitor...,1,"<s,p,o>",http://example.com/ucoex#C0035,Yes,http://example.com/ucoex#T1095,No,,No,1,2,0.5000,0.0323,0.0606,0,0,0.0000,31,3,http://example.com/ucoex#C0035,http://example.com/ucoex#C0035; http://example.com/ucoex#T1095
102,How could Indian Critical Infrastructure Intrusions enable C...,2,"<s,*,o>",http://example.com/ucoex#C0043,Yes,http://example.com/ucoex#T1599,Yes,http://example.com/ucoex#M1043,Yes,3,3,1.0000,0.1429,0.2500,0,0,0.0000,21,3,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043
103,Which factors link Indian Critical Infrastructure Intrusions...,2,"<s,*,o>",http://example.com/ucoex#C0043,Yes,http://example.com/ucoex#T1599,Yes,http://example.com/ucoex#M1043,Yes,3,3,1.0000,0.0968,0.1765,0,1,0.3333,31,3,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043
104,How might Indian Critical Infrastructure Intrusions escalate...,2,"<s,*,o>",http://example.com/ucoex#C0043,Yes,http://example.com/ucoex#T1599,Yes,http://example.com/ucoex#M1043,Yes,3,3,1.0000,0.1200,0.2143,1,1,1.0000,25,3,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043
105,What links Indian Critical Infrastructure Intrusions to Cred...,2,"<s,*,o>",http://example.com/ucoex#C0043,Yes,http://example.com/ucoex#T1599,Yes,http://example.com/ucoex#M1043,Yes,3,3,1.0000,0.0938,0.1714,0,1,0.5000,32,3,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043
106,How does Indian Critical Infrastructure Intrusions relate to...,2,"<s,*,o>",http://example.com/ucoex#C0043,Yes,http://example.com/ucoex#T1599,Yes,http://example.com/ucoex#M1043,Yes,3,3,1.0000,0.0789,0.1463,0,1,0.5000,38,3,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043,http://example.com/ucoex#C0043; http://example.com/ucoex#T1599; http://example.com/ucoex#M1043
107,How could BUSHWALK’s use of Traffic Signaling inform additio...,2,"<s,p,*>",http://example.com/ucoex#S1118,No,http://example.com/ucoex#T1205,Yes,http://example.com/ucoex#M1037,Yes,2,3,0.6667,0.0400,0.0755,0,0,0.0000,50,3,http://example.com/ucoex#T1205; http://example.com/ucoex#M1037,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037
108,Which defensive gaps emerge when BUSHWALK leverages Traffic ...,2,"<s,p,*>",http://example.com/ucoex#S1118,Yes,http://example.com/ucoex#T1205,Yes,http://example.com/ucoex#M1037,Yes,3,3,1.0000,0.0566,0.1071,0,1,0.5000,53,3,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037
109,How might BUSHWALK’s traffic-signaling behavior bypass or st...,2,"<s,p,*>",http://example.com/ucoex#S1118,No,http://example.com/ucoex#T1205,No,http://example.com/ucoex#M1037,Yes,1,3,0.3333,0.0385,0.0690,0,0,0.0000,26,3,http://example.com/ucoex#M1037,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037
110,Which network-filtering measures most directly counter BUSHW...,2,"<s,p,*>",http://example.com/ucoex#S1118,No,http://example.com/ucoex#T1205,Yes,http://example.com/ucoex#M1037,Yes,2,3,0.6667,0.0400,0.0755,0,0,0.0000,50,3,http://example.com/ucoex#T1205; http://example.com/ucoex#M1037,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037
111,How could insights from BUSHWALK’s signaling technique impro...,2,"<s,p,*>",http://example.com/ucoex#S1118,Yes,http://example.com/ucoex#T1205,Yes,http://example.com/ucoex#M1037,Yes,3,3,1.0000,0.0682,0.1277,1,1,1.0000,44,3,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037,http://example.com/ucoex#S1118; http://example.com/ucoex#T1205; http://example.com/ucoex#M1037
112,How could Content Spoofing relate to Data Backup through its...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,Yes,http://example.com/ucoex#T1491,Yes,http://example.com/ucoex#M1053,Yes,3,3,1.0000,0.2308,0.3750,1,1,1.0000,13,3,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
113,Which factors link Content Spoofing to Data Backup through t...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,Yes,http://example.com/ucoex#T1491,Yes,http://example.com/ucoex#M1053,Yes,3,3,1.0000,0.1429,0.2500,0,1,0.5000,21,3,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
114,How does Content Spoofing map through Defacement to mitigati...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,Yes,http://example.com/ucoex#T1491,Yes,http://example.com/ucoex#M1053,Yes,3,3,1.0000,0.1250,0.2222,1,1,1.0000,24,3,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
115,What connects Content Spoofing to Data Backup when passed th...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,Yes,http://example.com/ucoex#T1491,Yes,http://example.com/ucoex#M1053,Yes,3,3,1.0000,0.1154,0.2069,1,1,1.0000,26,3,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
116,How might Defacement mapping explain Data Backup’s role agai...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,Yes,http://example.com/ucoex#T1491,Yes,http://example.com/ucoex#M1053,Yes,3,3,1.0000,0.1304,0.2308,1,1,1.0000,23,3,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
117,How could content spoofing lead to conditions requiring data...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,13,3,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
118,Which conditions link content spoofing to the real-world SSD...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,21,3,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
119,How does content spoofing relate to weaknesses demonstrated ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,15,3,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
120,Which weakness in content spoofing links to the SSD debug in...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,7,3,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
121,How does the cache-lifting pattern connect to exposure seen ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,Yes,http://purl.org/cyber/uco#CWE-1258,Yes,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,2,3,0.6667,0.0870,0.1538,1,1,1.0000,23,3,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
122,How could WebView Exposure lead to conditions seen in the su...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,Yes,http://purl.org/cyber/uco#CWE-284,Yes,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,2,3,0.6667,0.1818,0.2857,1,1,1.0000,11,3,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
123,Which factors connect WebView Exposure to the supercookie vu...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,Yes,http://purl.org/cyber/uco#CWE-284,Yes,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,2,3,0.6667,0.2222,0.3333,1,1,1.0000,9,3,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
124,How might WebView Exposure contribute to access control fail...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
125,Which pathway links WebView Exposure to the cookie leakage d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
126,How does WebView Exposure relate to the supercookie behavior...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,Yes,http://purl.org/cyber/uco#CWE-284,Yes,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,2,3,0.6667,0.1818,0.2857,1,1,1.0000,11,3,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
127,How could BlueSmacking attacks lead to file descriptor exhau...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,11,3,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
128,What resource management failures connect Bluetooth flooding...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,Yes,http://purl.org/cyber/uco#CWE-404,Yes,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,2,3,0.6667,0.1333,0.2222,1,1,1.0000,15,3,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
129,How does Bluetooth DoS relate to unchecked file operation vu...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
130,How could BlueSmacking attacks relate to named pipe connecti...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,Yes,http://purl.org/cyber/uco#CWE-404,Yes,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,2,3,0.6667,0.1250,0.2105,1,1,1.0000,16,3,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
131,What resource release failures connect Bluetooth flooding to...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
132,How does Bluetooth DoS relate to malformed data pipe failure...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,Yes,http://purl.org/cyber/uco#CWE-404,Yes,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,2,3,0.6667,0.1250,0.2105,0,1,0.3333,16,3,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
133,How could BlueSmacking attacks relate to socket exhaustion v...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2001-0830,Yes,1,3,0.3333,0.0909,0.1429,0,0,0.0000,11,3,http://example.com/ucoex#CWE-404-CVE-2001-0830,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
134,What resource cleanup failures connect Bluetooth flooding to...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2001-0830,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
135,How does Bluetooth DoS relate to repeated connection socket ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,Yes,http://purl.org/cyber/uco#CWE-404,Yes,http://example.com/ucoex#CWE-404-CVE-2001-0830,No,2,3,0.6667,0.1333,0.2222,0,1,0.3333,15,3,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
136,How could error page XSS exploitation enable targeted parame...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1700,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
137,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1700,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
138,How does malformed request XSS connect to targeted parameter...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1700,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,7,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
139,How could error page XSS exploitation enable Host header att...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,11,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
140,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
141,How does malformed request XSS connect to Host header vulner...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
142,How could error page XSS exploitation manifest in error mess...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1053,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
143,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1053,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
144,How does malformed request XSS connect to error message vuln...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1053,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
145,How could file extension space manipulation lead to source d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/649.html,Yes,http://purl.org/cyber/uco#CWE-46,Yes,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,2,3,0.6667,0.1333,0.2222,1,1,1.0000,15,3,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
146,What path validation failures enable trailing space exploita...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
147,How does file extension manipulation connect to encoded spac...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/649.html,Yes,http://purl.org/cyber/uco#CWE-46,Yes,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,2,3,0.6667,0.0952,0.1667,1,1,1.0000,21,3,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
148,How could file extension space manipulation lead to source d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/649.html,Yes,http://purl.org/cyber/uco#CWE-46,Yes,http://example.com/ucoex#CWE-46-CVE-2002-1451,Yes,3,3,1.0000,0.2143,0.3529,1,1,1.0000,14,3,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
149,What path validation failures enable query string source dis...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,9,3,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
150,How does file extension manipulation connect to query string...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,0,3,0.0000,0.0000,0.0000,0,0,0.0000,8,3,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
151,What enables source code exposure through trailing space pat...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,Yes,http://purl.org/cyber/uco#CWE-46,Yes,http://example.com/ucoex#CWE-46-CVE-2002-1451,Yes,3,3,1.0000,0.1765,0.3000,1,1,1.0000,17,3,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
