sample_id,question,hop_count,question_type,first_node,first_found,second_node,second_found,third_node,third_found,coverage_count,total_gold_nodes,recall,precision,f1,key_entities_count,num_sources,nodes_found,gold_nodes
113,Which factors link Content Spoofing to Data Backup through t...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,No,http://example.com/ucoex#T1491,No,http://example.com/ucoex#M1053,No,0,3,0.0000,0.0000,0.0000,7,2,,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
114,How does Content Spoofing map through Defacement to mitigati...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,No,http://example.com/ucoex#T1491,No,http://example.com/ucoex#M1053,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
115,What connects Content Spoofing to Data Backup when passed th...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,No,http://example.com/ucoex#T1491,No,http://example.com/ucoex#M1053,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
116,How might Defacement mapping explain Data Backup’s role agai...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/148.html,No,http://example.com/ucoex#T1491,No,http://example.com/ucoex#M1053,No,0,3,0.0000,0.0000,0.0000,7,2,,https://capec.mitre.org/data/definitions/148.html; http://example.com/ucoex#T1491; http://example.com/ucoex#M1053
117,How could content spoofing lead to conditions requiring data...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
118,Which conditions link content spoofing to the real-world SSD...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
119,How does content spoofing relate to weaknesses demonstrated ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
120,Which weakness in content spoofing links to the SSD debug in...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
121,How does the cache-lifting pattern connect to exposure seen ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/204.html,No,http://purl.org/cyber/uco#CWE-1258,No,http://example.com/ucoex#CWE-1258-CVE-2021-33080,No,0,3,0.0000,0.0000,0.0000,7,2,,https://capec.mitre.org/data/definitions/204.html; http://purl.org/cyber/uco#CWE-1258; http://example.com/ucoex#CWE-1258-CVE-2021-33080
122,How could WebView Exposure lead to conditions seen in the su...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
123,Which factors connect WebView Exposure to the supercookie vu...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
124,How might WebView Exposure contribute to access control fail...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
125,Which pathway links WebView Exposure to the cookie leakage d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
126,How does WebView Exposure relate to the supercookie behavior...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/503.html,No,http://purl.org/cyber/uco#CWE-284,No,http://example.com/ucoex#CWE-284-CVE-2022-23607,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/503.html; http://purl.org/cyber/uco#CWE-284; http://example.com/ucoex#CWE-284-CVE-2022-23607
127,How could BlueSmacking attacks lead to file descriptor exhau...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
128,What resource management failures connect Bluetooth flooding...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
129,How does Bluetooth DoS relate to unchecked file operation vu...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2002-1372,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2002-1372
130,How could BlueSmacking attacks relate to named pipe connecti...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
131,What resource release failures connect Bluetooth flooding to...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
132,How does Bluetooth DoS relate to malformed data pipe failure...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-1999-1127,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-1999-1127
133,How could BlueSmacking attacks relate to socket exhaustion v...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2001-0830,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
134,What resource cleanup failures connect Bluetooth flooding to...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2001-0830,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
135,How does Bluetooth DoS relate to repeated connection socket ...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/666.html,No,http://purl.org/cyber/uco#CWE-404,No,http://example.com/ucoex#CWE-404-CVE-2001-0830,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/666.html; http://purl.org/cyber/uco#CWE-404; http://example.com/ucoex#CWE-404-CVE-2001-0830
136,How could error page XSS exploitation enable targeted parame...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1700,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
137,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,Yes,http://purl.org/cyber/uco#CWE-81,Yes,http://example.com/ucoex#CWE-81-CVE-2002-1700,Yes,3,3,1.0000,0.1875,0.3158,16,2,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
138,How does malformed request XSS connect to targeted parameter...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1700,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1700
139,How could error page XSS exploitation enable Host header att...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
140,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
141,How does malformed request XSS connect to Host header vulner...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-0840,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-0840
142,How could error page XSS exploitation manifest in error mess...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1053,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
143,What script neutralization failures enable XSS through malfo...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/198.html,Yes,http://purl.org/cyber/uco#CWE-81,Yes,http://example.com/ucoex#CWE-81-CVE-2002-1053,Yes,3,3,1.0000,0.1875,0.3158,16,2,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
144,How does malformed request XSS connect to error message vuln...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/198.html,No,http://purl.org/cyber/uco#CWE-81,No,http://example.com/ucoex#CWE-81-CVE-2002-1053,No,0,3,0.0000,0.0000,0.0000,6,2,,https://capec.mitre.org/data/definitions/198.html; http://purl.org/cyber/uco#CWE-81; http://example.com/ucoex#CWE-81-CVE-2002-1053
145,How could file extension space manipulation lead to source d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
146,What path validation failures enable trailing space exploita...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
147,How does file extension manipulation connect to encoded spac...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2005-0622,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2005-0622
148,How could file extension space manipulation lead to source d...,2,"<s,*,o>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
149,What path validation failures enable query string source dis...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,0,3,0.0000,0.0000,0.0000,17,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
150,How does file extension manipulation connect to query string...,2,"<s,p,o>",https://capec.mitre.org/data/definitions/649.html,No,http://purl.org/cyber/uco#CWE-46,No,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,0,3,0.0000,0.0000,0.0000,5,2,,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
151,What enables source code exposure through trailing space pat...,2,"<s,p,*>",https://capec.mitre.org/data/definitions/649.html,Yes,http://purl.org/cyber/uco#CWE-46,Yes,http://example.com/ucoex#CWE-46-CVE-2002-1451,No,2,3,0.6667,0.1111,0.1905,18,2,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46,https://capec.mitre.org/data/definitions/649.html; http://purl.org/cyber/uco#CWE-46; http://example.com/ucoex#CWE-46-CVE-2002-1451
