Category,NaturalLanguageQuestion,CypherQuery,generated_question,ExpectedNodeLabels,ExpectedRelationshipTypes,ExpectedProperties,Hops,ExtractedPropertyValues
Graph Pattern Matching,Which attacks use the same tools as 'APT28'?,"MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN c.ucoexNAME, s.ucoexNAME",What campaigns use the same software as the 'APT28' group?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE"", ""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""APT28""]"
Graph Pattern Matching,Show me how a hacker group's attack method is stopped by a defense.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME LIMIT 10","Show me 10 examples of a group, an attack technique they use, and the mitigation that stops it.","[""UcoexGROUPS"", ""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXMITIGATES""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,What tools are used by more than one hacker group?,"MATCH (g1:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS) WHERE g1 <> g2 RETURN s.ucoexNAME, g1.ucoexNAME, g2.ucoexNAME",What software is shared by multiple threat groups?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,Show me attacks that exploit high-level weaknesses.,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE {ucoabstraction: 'High'}) RETURN c.ucoexNAME,Which campaigns use techniques related to 'High' level weakness categories?,"[""UcoCWE"", ""UcoexCAMPAIGNS"", ""UcoexCAPEC"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING""]","[""ucoabstraction"", ""ucoexNAME""]",0,"[""High""]"
Graph Pattern Matching,Find two different cyber attacks that use the same method.,"MATCH (c1:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c2:UcoexCAMPAIGNS) WHERE id(c1) < id(c2) RETURN c1.ucoexNAME, t.ucoexNAME, c2.ucoexNAME LIMIT 10",Show me 10 examples of two different campaigns that use the same attack technique.,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,Which hacker groups go after 'CRITICAL' flaws?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME,Which threat groups are associated with 'CRITICAL' severity vulnerabilities?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",0,"[""CRITICAL""]"
Graph Pattern Matching,Find flaws in specific products that have known examples.,"MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(:UcoexCPE), (cve)<-[:UCOHASCVE_ID]-(:UcoVulnerability)<-[:UCOHASVULNERABILITY]-(:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) RETURN DISTINCT cve.label",List vulnerabilities (CVEs) that affect specific products and are tied to a weakness with real-world examples.,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCPE"", ""UcoexObservedExample""]","[""UCOEXHASCPE"", ""UCOHASCVE_ID"", ""UCOHASOBSERVEDEXAMPLE"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""label""]",0,[]
Graph Pattern Matching,Are there attacks that use the same methods as a known software tool?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXSOFTWAREUSESTECHNIQUE]-(s:UcoexSOFTWARE) RETURN c.ucoexNAME, t.ucoexNAME, s.ucoexNAME LIMIT 10",Show me 10 examples where a campaign and a software tool use the *same* attack technique.,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXSOFTWAREUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Graph Pattern Matching,"What tools, besides 'PowerShell', do hackers use?","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'PowerShell' RETURN g.ucoexNAME, s.ucoexNAME",What software (other than 'PowerShell') do threat groups use?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""PowerShell""]"
Comparative and Ranking,Show me flaws that are easy to break into but don't cause much damage.,"MATCH (c:UcoCVE) WHERE toInteger(c.ucoexploitabilityScore) > toInteger(c.ucoimpactScore) RETURN c.label, c.ucoexploitabilityScore, c.ucoimpactScore",Which vulnerabilities are easier to exploit than they are damaging?,"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore"", ""ucoimpactScore""]",0,[]
Comparative and Ranking,What are the 5 most common methods hackers use?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN t.ucoexNAME, count(g) AS groupCount ORDER BY groupCount DESC LIMIT 5",What are the top 5 most popular attack techniques used by threat groups?,"[""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,What are the 3 most popular tools used in cyber attacks?,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(c) AS campaignUsage ORDER BY campaignUsage DESC LIMIT 3",What are the top 3 most common software tools used in attack campaigns?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Which hacker groups use the largest variety of tools?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN g.ucoexNAME, count(DISTINCT s) AS softwareCount ORDER BY softwareCount DESC",Rank threat groups by how many different software tools they use (from most to least).,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Find the vulnerability that is the most difficult to take advantage of.,MATCH (c:UcoCVE) RETURN c.label ORDER BY toInteger(c.ucoexploitabilityScore) ASC LIMIT 1,Which vulnerability (CVE) is the hardest to exploit?,"[""UcoCVE""]",[],"[""label"", ""ucoexploitabilityScore""]",0,[]
Comparative and Ranking,What are the 10 most common weaknesses that attack patterns exploit?,"MATCH (cwe:UcoCWE)<-[:UCOEXHASRELATEDWEAKNESS]-(capec:UcoexCAPEC) RETURN cwe.ucocweName, count(capec) AS capecCount ORDER BY capecCount DESC LIMIT 10",What are the top 10 weaknesses (CWEs) that are related to the most attack patterns (CAPECs)?,"[""UcoCWE"", ""UcoexCAPEC""]","[""UCOEXHASRELATEDWEAKNESS""]","[""ucocweName""]",0,[]
Comparative and Ranking,Show me attacks that involve several different methods (more than 3).,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH c, count(t) AS techCount WHERE techCount > 3 RETURN c.ucoexNAME, techCount",Which attack campaigns use more than 3 different techniques?,"[""UcoexCAMPAIGNS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE""]","[""ucoexNAME""]",0,"[""3""]"
Comparative and Ranking,What is the best all-around defense that stops the most attack methods?,"MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK) RETURN m.ucoexNAME, count(t) AS techniqueCount ORDER BY techniqueCount DESC LIMIT 1",Which mitigation is the most effective (stops the most attack techniques)?,"[""UcoexMITIGATIONS"", ""UcoexMITREATTACK""]","[""UCOEXMITIGATES""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,What are the most popular software tools used by hacker groups?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME, count(g) AS groupUsage ORDER BY groupUsage DESC",Rank all software by how many groups use it (from most popular to least).,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Comparative and Ranking,Which hacker group is linked to the most 'CRITICAL' flaws?,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)<-[:UCOHASWEAKNESS]-(:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN g.ucoexNAME, count(c) as criticalCVEs ORDER BY criticalCVEs DESC LIMIT 1",Which threat group is associated with the highest number of 'CRITICAL' vulnerabilities?,"[""UcoCVE"", ""UcoCWE"", ""UcoExploitTarget"", ""UcoVulnerability"", ""UcoexCAPEC"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXGROUPUSESTECHNIQUE"", ""UCOEXHASRELATEDWEAKNESS"", ""UCOEXHASTAXONOMYMAPPING"", ""UCOHASCVE_ID"", ""UCOHASVULNERABILITY"", ""UCOHASWEAKNESS""]","[""ucobaseSeverity"", ""ucoexNAME""]",0,"[""CRITICAL""]"
Existence and Set Operations Queries,Show me all the hacker groups you have information about.,MATCH (g:UcoexGROUPS) WHERE g.ucoexDESCRIPTION IS NOT NULL RETURN g.ucoexNAME,List all threat groups that have a description available.,"[""UcoexGROUPS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Existence and Set Operations Queries,Which security flaws are tied to actual software or hardware?,MATCH (c:UcoCVE) WHERE EXISTS((c)-[:UCOEXHASCPE]->()) RETURN c.label,Which vulnerabilities (CVEs) are linked to specific products?,"[""UcoCVE""]","[""UCOEXHASCPE""]","[""label""]",0,[]
Existence and Set Operations Queries,Are there any software tools listed that *aren't* used in attacks?,MATCH (s:UcoexSOFTWARE) WHERE NOT EXISTS(()-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s)) RETURN s.ucoexNAME,What software in the database is *not* used by any attack campaign?,"[""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,[]
Existence and Set Operations Queries,"Can you explain 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise'?","MATCH (t:UcoexMITREATTACK) WHERE t.ucoexNAME IN ['Phishing', 'Spearphishing Attachment', 'Drive-by Compromise'] RETURN t.ucoexNAME","Tell me about the techniques: 'Phishing', 'Spearphishing Attachment', and 'Drive-by Compromise'.","[""UcoexMITREATTACK""]",[],"[""ucoexNAME""]",0,"[""Drive-by Compromise"", ""Phishing"", ""Spearphishing Attachment""]"
Existence and Set Operations Queries,Do you have any information on a group called 'APT28'?,OPTIONAL MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'}) RETURN g IS NOT NULL AS groupExists,Is the threat group 'APT28' in the database?,"[""UcoexGROUPS""]",[],"[""ucoexNAME""]",0,"[""APT28""]"
Existence and Set Operations Queries,Show me hacker groups that don't use 'Mimikatz'.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE s.ucoexNAME <> 'Mimikatz' RETURN DISTINCT g.ucoexNAME,Which groups use software *other than* 'Mimikatz'?,"[""UcoexGROUPS"", ""UcoexSOFTWARE""]","[""UCOEXGROUPUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""Mimikatz""]"
Existence and Set Operations Queries,Are there any attack methods that don't follow a known pattern?,MATCH (t:UcoexMITREATTACK) WHERE NOT EXISTS((t)<-[:UCOEXHASTAXONOMYMAPPING]-()) RETURN t.ucoexNAME,Which attack techniques are not linked to any attack patterns (CAPECs)?,"[""UcoexMITREATTACK""]","[""UCOEXHASTAXONOMYMAPPING""]","[""ucoexNAME""]",0,[]
Existence and Set Operations Queries,What other attacks are similar to what 'APT28' does?,MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WITH collect(t) as apt28Techniques MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t2) WHERE t2 in apt28Techniques RETURN DISTINCT c.ucoexNAME,Which campaigns use the same attack techniques as the 'APT28' group?,"[""UcoexCAMPAIGNS"", ""UcoexGROUPS"", ""UcoexMITREATTACK""]","[""UCOEXCAMPAIGNUSESTECHNIQUE"", ""UCOEXGROUPUSESTECHNIQUE""]","[""ucoexNAME""]",0,"[""APT28""]"
Existence and Set Operations Queries,Has there been an attack that used 'Cobalt Strike' and 'Mimikatz' together?,MATCH (s1:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s2:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN CASE WHEN count(c) > 0 THEN true ELSE false END AS usesBoth,Is there any campaign that uses both 'Cobalt Strike' and 'Mimikatz'?,"[""UcoexCAMPAIGNS"", ""UcoexSOFTWARE""]","[""UCOEXCAMPAIGNUSESSOFTWARE""]","[""ucoexNAME""]",0,"[""0"", ""Cobalt Strike"", ""Mimikatz"", ""false"", ""true""]"
Existence and Set Operations Queries,Show me all the defenses you have information on.,MATCH (m:UcoexMITIGATIONS) WHERE m.ucoexDESCRIPTION IS NOT NULL RETURN m.ucoexNAME,List all mitigations that have a description available.,"[""UcoexMITIGATIONS""]",[],"[""ucoexDESCRIPTION"", ""ucoexNAME""]",0,[]
Node Lookup Queries,What is the vulnerability 'CVE-2009-2228'?,MATCH (c:UcoCVE {label: 'CVE-2009-2228'}) RETURN c,Tell me everything about the vulnerability 'CVE-2009-2228'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2009-2228""]"
Node Lookup Queries,Can you explain 'CVE-2000-5395'?,MATCH (c:UcoCVE {label: 'CVE-2000-5395'}) RETURN c,Tell me everything about the vulnerability 'CVE-2000-5395'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2000-5395""]"
Node Lookup Queries,What are the details for 'CVE-2013-3014'?,MATCH (c:UcoCVE {label: 'CVE-2013-3014'}) RETURN c,Tell me everything about the vulnerability 'CVE-2g013-3014'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2013-3014""]"
Node Lookup Queries,Look up 'CVE-2001-8911'.,MATCH (c:UcoCVE {label: 'CVE-2001-8911'}) RETURN c,Tell me everything about the vulnerability 'CVE-2001-8911'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2001-8911""]"
Node Lookup Queries,What is 'CVE-2001-2833'?,MATCH (c:UcoCVE {label: 'CVE-2001-2833'}) RETURN c,Tell me everything about the vulnerability 'CVE-2001-2833'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2001-2833""]"
Node Lookup Queries,I need info on 'CVE-2008-4165'.,MATCH (c:UcoCVE {label: 'CVE-2008-4165'}) RETURN c,Tell me everything about the vulnerability 'CVE-2008-4165'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2008-4165""]"
Node Lookup Queries,What can you tell me about 'CVE-2008-4893'?,MATCH (c:UcoCVE {label: 'CVE-2008-4893'}) RETURN c,Tell me everything about the vulnerability 'CVE-2008-4893'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2008-4893""]"
Node Lookup Queries,Provide details for 'CVE-2000-3853'.,MATCH (c:UcoCVE {label: 'CVE-2000-3853'}) RETURN c,Tell me everything about the vulnerability 'CVE-2000-3853'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2000-3853""]"
Node Lookup Queries,What is the security flaw 'CVE-2022-8752'?,MATCH (c:UcoCVE {label: 'CVE-2022-8752'}) RETURN c,Tell me everything about the vulnerability 'CVE-2022-8752'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2022-8752""]"
"File-System-Vulnerability-Management""",Can you pull up the file for 'CVE-2004-8211'?,MATCH (c:UcoCVE {label: 'CVE-2004-8211'}) RETURN c,Tell me everything about the vulnerability 'CVE-2004-8211'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2004-8211""]"
Node Lookup Queries,What is the vulnerability 'CVE-2018-1193'?,MATCH (c:UcoCVE {label: 'CVE-2018-1193'}) RETURN c,Tell me everything about the vulnerability 'CVE-2018-1193'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2018-1193""]"
Node Lookup Queries,Can you look up 'CVE-2001-5323'?,MATCH (c:UcoCVE {label: 'CVE-2001-5323'}) RETURN c,Tell me everything about the vulnerability 'CVE-2001-5323'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2001-5323""]"
Node Lookup Queries,I need information on 'CVE-2004-1107'.,MATCH (c:UcoCVE {label: 'CVE-2004-1107'}) RETURN c,Tell me everything about the vulnerability 'CVE-2004-1107'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2004-1107""]"
Node Lookup Queries,What are the details for 'CVE-2017-4289'?,MATCH (c:UcoCVE {label: 'CVE-2017-4289'}) RETURN c,Tell me everything about the vulnerability 'CVE-2017-4289'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2017-4289""]"
Node Lookup Queries,What's the story with 'CVE-2004-5733'?,MATCH (c:UcoCVE {label: 'CVE-2004-5733'}) RETURN c,Tell me everything about the vulnerability 'CVE-2004-5733'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2004-5733""]"
Node Lookup Queries,Please find 'CVE-2009-4235'.,MATCH (c:UcoCVE {label: 'CVE-2009-4235'}) RETURN c,Tell me everything about the vulnerability 'CVE-2009-4235'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2009-4235""]"
Node Lookup Queries,Tell me about 'CVE-2001-9291'.,MATCH (c:UcoCVE {label: 'CVE-2001-9291'}) RETURN c,Tell me everything about the vulnerability 'CVE-2001-9291'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2001-9291""]"
Node Lookup Queries,What is 'CVE-2001-2379'?,MATCH (c:UcoCVE {label: 'CVE-2001-2379'}) RETURN c,Tell me everything about the vulnerability 'CVE-2001-2379'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2001-2379""]"
Node Lookup Queries,Look up the flaw 'CVE-2019-4134'.,MATCH (c:UcoCVE {label: 'CVE-2019-4134'}) RETURN c,Tell me everything about the vulnerability 'CVE-2019-4134'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2019-4134""]"
Node Lookup Queries,Can you explain 'CVE-2019-4711'?,MATCH (c:UcoCVE {label: 'CVE-2019-4711'}) RETURN c,Tell me everything about the vulnerability 'CVE-2019-4711'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2019-4711""]"
Node Lookup Queries,What are the specifics of 'CVE-2004-8833'?,MATCH (c:UcoCVE {label: 'CVE-2004-8833'}) RETURN c,Tell me everything about the vulnerability 'CVE-2004-8833'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2004-8833""]"
Node Lookup Queries,I'd like to know about 'CVE-2019-2865'.,MATCH (c:UcoCVE {label: 'CVE-2019-2865'}) RETURN c,Tell me everything about the vulnerability 'CVE-2019-2865'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2019-2865""]"
Node Lookup Queries,Pull up the info for 'CVE-2018-8093'.,MATCH (c:UcoCVE {label: 'CVE-2018-8093'}) RETURN c,Tell me everything about the vulnerability 'CVE-2018-8093'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2018-8093""]"
Node Lookup Queries,What's 'CVE-2008-3397' about?,MATCH (c:UcoCVE {label: 'CVE-2008-3397'}) RETURN c,Tell me everything about the vulnerability 'CVE-2008-3397'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2008-3397""]"
Node Lookup Queries,Tell me about the security issue 'CVE-2008-1843'.,MATCH (c:UcoCVE {label: 'CVE-2008-1843'}) RETURN c,Tell me everything about the vulnerability 'CVE-2008-1843'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2008-1843""]"
Node Lookup Queries,Can you find 'CVE-2019-4499'?,MATCH (c:UcoCVE {label: 'CVE-2019-4499'}) RETURN c,Tell me everything about the vulnerability 'CVE-2019-4499'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2019-4499""]"
Node Lookup Queries,What is the flaw 'CVE-2007-4014'?,MATCH (c:UcoCVE {label: 'CVE-2007-4014'}) RETURN c,Tell me everything about the vulnerability 'CVE-2007-4014'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2007-4014""]"
Node Lookup Queries,"Details for 'CVE-2005-1133', please.",MATCH (c:UcoCVE {label: 'CVE-2005-1133'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-1133'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-1133""]"
Node Lookup Queries,What can you tell me about 'CVE-2009-5368'?,MATCH (c:UcoCVE {label: 'CVE-2009-5368'}) RETURN c,Tell me everything about the vulnerability 'CVE-2009-5368'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2009-5368""]"
Node Lookup Queries,Look up 'CVE-2017-7028'.,MATCH (c:UcoCVE {label: 'CVE-2017-7028'}) RETURN c,Tell me everything about the vulnerability 'CVE-2017-7028'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2017-7028""]"
Node Lookup Queries,Find info on 'CVE-2004-4919'.,MATCH (c:UcoCVE {label: 'CVE-2004-4919'}) RETURN c,Tell me everything about the vulnerability 'CVE-2004-4919'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2004-4919""]"
Node Lookup Queries,What is 'CVE-2005-8499'?,MATCH (c:UcoCVE {label: 'CVE-2005-8499'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-8499'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-8499""]"
Node Lookup Queries,Can you explain 'CVE-2005-0646'?,MATCH (c:UcoCVE {label: 'CVE-2005-0646'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-0646'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-0646""]"
Node Lookup Queries,What are the details for 'CVE-2005-4311'?,MATCH (c:UcoCVE {label: 'CVE-2005-4311'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-4311'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-4311""]"
Node Lookup Queries,I need to know about 'CVE-2005-7382'.,MATCH (c:UcoCVE {label: 'CVE-2005-7382'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-7382'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-7382""]"
Node Lookup Queries,What's the issue with 'CVE-2005-1302'?,MATCH (c:UcoCVE {label: 'CVE-2005-1302'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-1302'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-1302""]"
Node Lookup Queries,Give me the rundown on 'CVE-2005-4309'.,MATCH (c:UcoCVE {label: 'CVE-2005-4309'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-4309'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-4309""]"
Node Lookup Queries,What is 'CVE-2005-1311'?,MATCH (c:UcoCVE {label: 'CVE-2005-1311'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-1311'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-1311""]"
Node Lookup Queries,Look up the vulnerability 'CVE-2005-1312'.,MATCH (c:UcoCVE {label: 'CVE-2005-1312'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-1312'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-1312""]"
Node Lookup Queries,Find details for 'CVE-2005-1313'.,MATCH (c:UcoCVE {label: 'CVE-2005-1313'}) RETURN c,Tell me everything about the vulnerability 'CVE-2005-1313'.,"[""UcoCVE""]",[],"[""label""]",0,"[""CVE-2005-1313""]"
Node Lookup Queries,Can I see a list of all 'HIGH' severity vulnerabilities?,MATCH (c:UcoCVE {ucobaseSeverity: 'HIGH'}) RETURN c,Show me all vulnerabilities with a 'HIGH' severity rating.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""HIGH""]"
Node Lookup Queries,What vulnerabilities are considered 'MEDIUM' severity?,MATCH (c:UcoCVE {ucobaseSeverity: 'MEDIUM'}) RETURN c,Show me all vulnerabilities with a 'MEDIUM' severity rating.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""MEDIUM""]"
Node Lookup Queries,Find all 'LOW' severity vulnerabilities.,MATCH (c:UcoCVE {ucobaseSeverity: 'LOW'}) RETURN c,Show me all vulnerabilities with a 'LOW' severity rating.,"[""UcoCVE""]",[],"[""ucobaseSeverity""]",0,"[""LOW""]"
Node Lookup Queries,Which vulnerabilities have been 'Deferred'?,MATCH (c:UcoCVE {ucovulnStatus: 'Deferred'}) RETURN c,Find all vulnerabilities with a status of 'Deferred'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Deferred""]"
Node Lookup Queries,Show me the vulnerabilities that are 'Analyzed'.,MATCH (c:UcoCVE {ucovulnStatus: 'Analyzed'}) RETURN c,Find all vulnerabilities with a status of 'Analyzed'.,"[""UcoCVE""]",[],"[""ucovulnStatus""]",0,"[""Analyzed""]"
