question,category,gold_cypher,generated_cypher,kg_valid,pass_at_1,output_jaccard,jaro_winkler,token_jaccard,rouge_l,token_f1,bleu_4,jarou_factor,gold_error,gen_error
Show the shortest path (up to 4 hops) from 'microsoft:windows_10' (CPE) to the 'Sandworm Team' group.,Path Queries (Variable-length),MATCH p = allShortestPaths((c:UcoexCPE {cpeName: 'microsoft:windows_10'})-[*..4]-(g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})) RETURN p,MATCH p = shortestPath((cpe:UcoCVE {ucoCVEID: 'microsoft:windows_10'})-[*..4]-(g:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})) RETURN p,1,1,1.0,0.8965824915824916,0.5789473684210527,0.75,0.7333333333333333,0.6262844962765468,0.7933052749719417,,
Show all nodes within 2 hops of the mitigation 'Access Token Manipulation'.,Path Queries (Variable-length),MATCH p = (m:UcoexMITIGATIONS {ucoexNAME: 'Access Token Manipulation'})-[*1..2]-(n) RETURN p,"Here is the Cypher query:

MATCH p = shortestPath((m:UcoexMITIGATIONS {ucoexNAME: 'Access Token Manipulation'})-[:UCOEXMITIGATES*..2]-(n)) RETURN p",0,0,0.0,0.7100520252694166,0.5789473684210527,0.7499999999999999,0.7333333333333334,0.4085639059221913,0.7311284528675833,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find the relationship (max 5 hops) between D3FEND's 'File Access Pattern Analysis' and 'CVE-2017-0199'.,Path Queries (Variable-length),MATCH p = (d:UcoexMITRED3FEND {ucoexMITRED3FEND_LABEL: 'File Access Pattern Analysis'})-[*..5]-(c:UcoCVE {label: 'CVE-2017-0199'}) RETURN p,"Here is the Cypher query to answer your question:

MATCH p = ((d:UcoexMITRED3FEND {ucoexMITREDefinition: 'File Access Pattern Analysis'})) -[*..5]-(c:UcoCVE {label: 'CVE-2017-0199'}) RETURN p",0,0,0.0,0.7009130424717819,0.5925925925925926,0.7555555555555556,0.744186046511628,0.5424340753977054,0.7335515481796552,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query to answer your question:""
 ^}"
Are 'CVE-2021-44228' and 'CVE-2021-45046' (Log4j vulns) related? Show path up to 3 hops.,Path Queries (Variable-length),MATCH p = (c1:UcoCVE {label: 'CVE-2021-44228'})-[*..3]-(c2:UcoCVE {label: 'CVE-2021-45046'}) RETURN p,MATCH p = (:UcoCVE {label: 'CVE-2021-44228'})-[*..3]-(v:UcoVulnerability)-[:UCOHASWEAKNESS]->(:UcoCWE)<-[:UCOEXBRIDGE]-(t:UcoexMITREATTACK)-[:UCOEXBRIDGE]-(e:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoCVE {label: 'CVE-2021-45046'}) RETURN p,1,0,0.0,0.7601890926797598,0.45454545454545453,0.6976744186046512,0.625,0.4216383984557386,0.6942878370948037,,
Find all CAPEC patterns that are 1 or 2 hops away from the 'Process Injection' technique.,Path Queries (Variable-length),MATCH p = (ca:UcoexCAPEC)-[*1..2]-(t:UcoexMITREATTACK {ucoexNAME: 'Process Injection'}) RETURN p,"MATCH p = shortestPath((a:UcoexMITREATTACK {ucoexMITREATTACK_techniqueName: ""T1059""})-[*1..2]-(b:UcoexCAPEC) RETURN p, b.ucoexCAPEC_name AS capec",0,0,0.0,0.8338538190582128,0.35,0.4000000000000001,0.5185185185185186,0.0,0.5841241125255772,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'RETURN': expected ""("" or "")"" (line 1, column 110 (offset: 109))
""MATCH p = shortestPath((a:UcoexMITREATTACK {ucoexMITREATTACK_techniqueName: ""T1059""})-[*1..2]-(b:UcoexCAPEC) RETURN p, b.ucoexCAPEC_name AS capec""
                                                                                                              ^}"
Show me the entire sub-graph of nodes 1-hop away from the 'SolarWinds' campaign.,Path Queries (Variable-length),MATCH p = (c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds'})-[*1]-(n) RETURN p,"Here is the Cypher query:

MATCH p = shortestPath((c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion'})-[:UCOEXCAMPAIGNUSESTECHNIQUE|UCOEXCAMPAIGNUSESSOFTWARE|UCOATTRIBUTEDTO]-(n)) 
RETURN DISTINCT n",0,0,0.0,0.5957725544612539,0.4,0.5333333333333333,0.5714285714285714,0.16195570128532405,0.5668448197410529,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find the shortest path between a vulnerability with 'remote code execution' in its summary and the 'APT29' group.,Path Queries (Variable-length),MATCH p = allShortestPaths((v:UcoVulnerability)-[*..5]-(g:UcoexGROUPS {ucoexNAME: 'APT29'})) WHERE v.ucosummary CONTAINS 'remote code execution' RETURN p LIMIT 1,"Here is the valid Cypher query:


MATCH p = shortestPath((v:UcoVulnerability {ucosummary CONTAINS ""remote code execution""})-[*..3]-(g:UcoexGROUPS {ucoexNAME: 'APT29'})) RETURN p",0,0,0.0,0.7433916617155507,0.5185185185185185,0.5,0.6829268292682926,0.3207714281451772,0.6421061636612811,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid Cypher query:""
 ^}"
What software tools (up to 4 hops) are related to 'CWE-78: OS Command Injection'?,Path Queries (Variable-length),MATCH p = (w:UcoCWE {ucocweID: 'CWE-78'})-[*..4]-(s:UcoexSOFTWARE) RETURN p,MATCH p = (:UcoCWE {ucocweName: 'CWE-78: OS Command Injection'})-[*..4]-(s:UcoexSOFTWARE) RETURN s.ucoexNAME,1,1,1.0,0.8420000000000001,0.5625,0.6666666666666665,0.7200000000000001,0.22894156860669912,0.7428888888888889,,
Show the path (up to 3 hops) connecting 'Mimikatz' and 'PowerShell'.,Path Queries (Variable-length),MATCH p = (s1:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[*..3]-(s2:UcoexSOFTWARE {ucoexNAME: 'PowerShell'}) RETURN p,MATCH p = (:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[*..3]-(pwrshll:UcoexSOFTWARE {ucoexNAME: 'powershell'}) RETURN p,0,1,1.0,0.8918605627769861,0.7272727272727273,0.8799999999999999,0.8421052631578948,0.5311878904526516,0.8713219419782936,,
"Show me all threat groups, the techniques they use, and the mitigations for those techniques.",Graph Pattern Matching,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME","Here is the Cypher query that answers the question:


MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)-[:UCOEXMITIGATES]->(m:UcoexMITIGATIONS) 
RETURN g.ucoexNAME, t.ucoexNAME, m.ucoexNAME",0,0,0.0,0.7520341665502955,0.5789473684210527,0.7804878048780487,0.7333333333333334,0.6158787442830632,0.7552851015872258,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
"Find campaigns, their attributed groups, and the techniques they use.",Graph Pattern Matching,"MATCH (g:UcoexGROUPS)<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, g.ucoexNAME, t.ucoexNAME","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(g:UcoexGROUPS),
     (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK)
RETURN c.ucoexNAME, g.ucoexNAME, t.ucoexNAME",1,1,1.0,0.8806078510780435,1.0,0.8823529411764706,1.0,0.6964705665515708,0.9209869307515047,,
Show me which groups use software that in turn employ specific ATT&CK techniques.,Graph Pattern Matching,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, s.ucoexNAME, t.ucoexNAME","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(sw:UcoexSOFTWARE)-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, t.ucoexNAME",1,0,0.0,0.9753912431100096,0.8333333333333334,0.8666666666666666,0.9090909090909091,0.605543865104477,0.917049606289195,,
"Find exploit targets, their vulnerabilities, the CVE-ID, and the affected CPE.",Graph Pattern Matching,"MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN et.uri, v.ucosummary, c.label, p.cpeName","Here is the valid, executable Cypher query:


MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOEXHASCVE_ID]->(cve:UcoCVE)-[:UCOEXHASCPE]->(p:UcoexCPE)
RETURN et.uri, v.ucosummary, cve.label, p.cpeName",0,0,0.0,0.7783575522825023,0.5769230769230769,0.7346938775510204,0.7317073170731708,0.4935578819979933,0.7482529156355645,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
"Show attack patterns (CAPEC), their related weaknesses (CWE), and the CVEs where those weaknesses were observed.",Graph Pattern Matching,"MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(c:UcoCVE) RETURN ca.ucoexCAPEC_name, w.ucocweID, c.label","Here is the Cypher query that answers the question:


MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(o:UcoCVE)
RETURN ca.ucoexCAPEC_name, w.ucocweID, o.label",0,0,0.0,0.6943241943241943,0.5416666666666666,0.6818181818181819,0.7027027027027026,0.46667569316623764,0.6929483596150262,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
Find threat groups and campaigns that both use the same ATT&CK technique.,Graph Pattern Matching,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, t.ucoexNAME, c.ucoexNAME","Here is the Cypher query:

MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) 
RETURN DISTINCT g.ucoexNAME AS group, c.ucoexNAME AS campaign",0,0,0.0,0.7469922438672438,0.55,0.7000000000000001,0.7096774193548387,0.42882680434233217,0.7188898877406942,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find threat groups and campaigns that both use the same software.,Graph Pattern Matching,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, s.ucoexNAME, c.ucoexNAME","Here is the Cypher query:

MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXCAMPAIGNUSESSOFTWARE]-(c:UcoexCAMPAIGNS) 
RETURN DISTINCT g.ucoexNAME, c.ucoexNAME",0,0,0.0,0.755904477397063,0.6470588235294118,0.7777777777777777,0.7857142857142858,0.5492704080363614,0.7731321802963755,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
"Show me D3FEND defenses, the ATT&CK techniques they counter, and the groups that use those techniques.",Graph Pattern Matching,"MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN d.ucoexMITRED3FEND_LABEL, t.ucoexNAME, g.ucoexNAME","Here is the Cypher query:


MATCH (d:UcoexMITRED3FEND)-[:UCOEXHASMITREATTACK]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) 
RETURN d.ucoexMITRED3FEND_LABEL, t.ucoexNAME, g.ucoexNAME",0,0,0.0,0.7951124592228008,0.7058823529411765,0.8648648648648648,0.8275862068965517,0.7425946367830887,0.8291878436614057,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
What software tools are used by both 'APT28' and 'Sandworm Team'?,Graph Pattern Matching,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE)<-[:UCOEXGROUPUSESSOFTWARE]-(g2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'}) RETURN s.ucoexNAME,"MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE),
     (g2:UcoexGROUPS {ucoexNAME: 'Sandworm Team'})-[:UCOEXGROUPUSESSOFTWARE]->(s)
WHERE g1.id = g2.id
RETURN s.ucoexNAME",1,0,0.0,0.9190857497561409,0.8571428571428571,0.7999999999999999,0.923076923076923,0.5194247346787363,0.8807208909443546,,
What ATT&CK techniques are used by both 'APT29' and 'Lazarus Group'?,Graph Pattern Matching,MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN t.ucoexNAME,"MATCH (g1:UcoexGROUPS {ucoexNAME: 'APT29'})-[:UCOEXGROUPUSESTECHNIQUE]->(t1:UcoexMITREATTACK),
     (g2:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(t2:UcoexMITREATTACK)
WHERE t1 = t2
RETURN distinct t1.ucoexNAME",1,0,0.0,0.9046277241801539,0.6875,0.7,0.8148148148148148,0.3861450761584491,0.8064808463316563,,
Show weaknesses (CWEs) that have observed examples in CVEs that affect 'microsoft:windows_10'.,Graph Pattern Matching,"MATCH (p:UcoexCPE {cpeName: 'microsoft:windows_10'})<-[:UCOEXHASCPE]-(c:UcoCVE)<-[:UCOEXEXAMPLEOBSERVEDIN]-(o:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN DISTINCT w.ucocweID, w.ucocweName","Here is the Cypher query:

MATCH (cpe:UcoexCPE {ucoexNAME: 'microsoft:windows_10'})-[:UCOEXHASCPE]->(cve:UcoCVE),
       (cve)<-[:UCOHASCVE_ID]-(:UcoVulnerability)-[:UCOHASWEAKNESS]->(w:UcoCWE)
WHERE EXISTS { (w)-[:UCOHASOBSERVEDEXAMPLE]->(:UcoexObservedExample) }
RETURN DISTINCT w.ucocweID",0,0,0.0,0.7115960344901792,0.40625,0.48000000000000004,0.5777777777777778,0.1475256903804988,0.5897912707559857,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find groups using techniques for which there are no mitigations listed.,Graph Pattern Matching,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE NOT (t)<-[:UCOEXMITIGATES]-(:UcoexMITIGATIONS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME","Here is the valid, executable Cypher query:

MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) WHERE NOT exists(m) RETURN DISTINCT g.ucoexNAME",0,0,0.0,0.7612649942338757,0.5909090909090909,0.5853658536585366,0.7428571428571429,0.3299895472527792,0.6964959969165184,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
What threat groups use techniques that are mapped from 'High' severity CAPEC patterns?,Graph Pattern Matching,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'})-[:UCOEXHASTAXONOMYMAPPING]->(t:UcoexMITREATTACK)<-[:UCOEXGROUPUSESTECHNIQUE]-(g:UcoexGROUPS) RETURN DISTINCT g.ucoexNAME, t.ucoexNAME, ca.ucoexCAPEC_name",MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC {ucoexSeverity: 'High'}) RETURN DISTINCT g.ucoexNAME,1,0,0.0,0.8782387547493565,0.8666666666666667,0.48484848484848486,0.9285714285714286,0.2327128316528162,0.76388622272309,,
What campaigns use the same techniques as the 'Mimikatz' software?,Graph Pattern Matching,"MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXCAMPAIGNUSESTECHNIQUE]-(c:UcoexCAMPAIGNS) RETURN DISTINCT c.ucoexNAME, t.ucoexNAME",MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'})-[:UCOEXSOFTWAREUSESTECHNIQUE]->(t:UcoexMITREATTACK)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(c:UcoexCAMPAIGNS) RETURN c.ucoexNAME,1,0,0.0,0.9698085783320577,0.9230769230769231,0.9032258064516129,0.9600000000000001,0.7188917749138706,0.9443447949278903,,
Find 'CRITICAL' CVEs and their related weaknesses (CWEs) that affect 'apache:log4j'.,Graph Pattern Matching,"MATCH (p:UcoexCPE {cpeName: 'apache:log4j'})<-[:UCOEXHASCPE]-(c:UcoCVE {ucobaseSeverity: 'CRITICAL'})<-[:UCOEXEXAMPLEOBSERVEDIN]-(:UcoexObservedExample)<-[:UCOHASOBSERVEDEXAMPLE]-(w:UcoCWE) RETURN c.label, w.ucocweID, w.ucocweName","Here is the Cypher query:


MATCH (v:UcoCVE {ucoVulnerability_baseSeverity: 'CRITICAL'})-[:UCOHASCVE_ID]->(vul:UcoVulnerability)-[:UCOEXHASCPE]->(:UcoexCPE {cpeName: 'apache:log4j'})<-[:UCOHASWEAKNESS]->(w:UcoCWE) RETURN DISTINCT v.label, w.ucocweID",0,0,0.0,0.6887462108520254,0.40625,0.44000000000000006,0.5777777777777778,0.17466240109087192,0.5688413295432677,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
